Start time,End time,Language code,Confidence,Channel,Speaker tag,Transcript
0.000,58.900,es-us,,,,"Como ya casi como primerísimo bien, sí que iban a hacer como este proyecto y me interesó como para meterme al lado bienvenido bienvenido. Sí, genial, La idea, es hacer este proyecto para es Cómo empezar de cero con todo lo que ya hemos aprendido en las sesiones anteriores, que he hecho me di cuenta, no les compartí el video de la sesión anterior, Se los voy a compartir y ya estoy grabando el de este les comparto el de ambos, el objetivo es, eh? Con lo que hemos aprendido aplicarlo con un problema real, no, no queríamos Pues a pesar de que los ejercicios de libros están muy bien, son ejercicios de libro, seguramente van a funcionar, pero con un problema real, pues aprendes aprendes Cómo es desde cero, sí señor."
59.000,118.800,es-us,,,,"Y ya ustedes chicos Juan y Santiago Cómo les fue con ese dato préstamo. Yo pues la verdad, solamente como que lo miré por encima Pero no intenté como ni Buscar datos, eh? Es como raros o o por lo menos utilizarlo Entonces para realmente fue, pues no vale, vale, No hay problema y Juan no sé si Tuviste la oportunidad también de revisarlo, puedes revisar pero de hecho nosotros tres los que estamos acá Este Santi Y yo vivo en la misma parte, pues yo yo soy música como reclutando para que enteros y como en estos temas. Entonces creo que en estos días nos reuniremos y lo y lo revisaremos y le daremos un rato, vale? Vale, o puede ser con este datac también, pues eh, con este también con ustedes los precios."
118.900,176.500,es-us,0.85429,,,"Correcto Entonces si quieres, eh, HM lo que quiero mostrarles hoy es la primera etapa que vendría A la meditación proyecto de Machine learning, es recolectar los datos, eh? Los datos Por lo general. El mundo real no vienen tan limpios como le gustaría pero es parte del trabajo, aunque este tipo de tareas ya lo haría otro rol que se llamaríamos como de ir a ingeniero cosas, así que se que son las personas encargadas de recolectar los datos y prepararlos pero en este caso pues para que lo conozcan cómo funciona de cero, eh La idea es mostrarles cómo funciona este tipo de extracciones que se hacen entonces con ese objetivo Déjenme les muestro Cuál es nuestro nuestra página objetivo en la página que se llama Cars"
179.000,238.700,es-us,,,,"De venta de carros en Estados Unidos una de las más grandes pues la sesión anterior se había habíamos decidido esta porque era Tenía mucha más información que una aplicación colombiana y segundo dólares es decir quién contribuya o algo así con el proyecto Pues también ustedes podrían sacarle provecho en el futuro no nunca sabe Pero básicamente es como como es el objetivo la idea Cuál es extraer toda esta información hacer un análisis y de entrada para decir el precio en el futuro parecía lo que se hizo con con los bienes raíces en el otro ejercicio, eh? Sería aplicar o sea, algoritmos de detección de anomalías y cuando encuentras una anomalía, pues al final estás encontrando una oportunidad es el típico bueno, el bonito y barato uno que un un carrito que encuentras por ahí que"
238.900,298.800,es-us,0.80590,,,"Debajo del precio se encuentra en un Rango de que vale la pena invertir, básicamente Esto es lo que podemos hacer con algoritmos como Machine learning regresivos y el otro es generativo el que nos permite generativo o no supervisado también el que no nos permite encontrar este estos pequeños tesoritos en el mercado, eh? Es genial poder tener esa información en la sesión anterior también les había mostrado Cómo funcionaba con con la tabla Excel como mostrándoles este es el precio que debería tener este Rango está, no, eh? Los inmuebles están por debajo tanto por ciento este está, eh? Infravalorado este está súper valorado, no sé cómo se llama cuando está por encima del precio que debería entonces La idea, es hacer básicamente lo mismo desde cero con este ejercicio con el de autos entonces La idea es crear un Script que pueda Navegar en todas estas páginas."
299.000,358.900,es-us,,,,"Rápidamente y sacar la información de todos los autos y el detalle la información que vendría siendo precio, Qué tipo de quizás kilometraje quizás, eh? Si es nuevo o no quizás, eh, referencias, por ejemplo, estos datos también serían los que los que podrían ser interesantes para nosotros, Vale entonces para hacer este tipo de tarea que se puede extraer César Bueno o sea, sí, señor Pues porque es interesante también finalmente, sino también seguía por eso cuando va a comprar, por ejemplo, un vehículo Y es que que tan buen estado así físico no lo vea también correcto Okay eso Que dices Digamos que ya sería al final cuando ya se hace el filtro el el modelo que vamos a construir, no considerar la foto, es más un factor humano cuando ya dices este parece una buena oportunidad. Veamos la foto ya cuando miras el detalle yo cuando explicaba esto Ah a uno de mis compañeros con los que a uno de"
359.000,418.500,es-us,0.85460,,,"los con los que he estado trabajando en esto yo les decía al final lo que está haciendo el modelo es simplificar a mí el trabajo de tener que ir apartamento por apartamento y visitar todas las páginas web y visitar y hacer los cálculos todo eso lo está haciendo automático y al final lo que ya me enfoco son en estas en estas oportunidades que todavía no sé si son 100% oportunidades, pero miro las fotos ya del inmueble y miró más detalles, pero me simplifica toda la tarea que es ver y filtrar entonces sí, Este vale, digamos este proyecto va a ser como el scraping de solamente una página o se pretende Cómo analizar varias páginas y hacer como la comparativa de precios entre esas variables de momento solo una y la comparativa es entre los mismos autos que aparecen Allí sí, O sea que están vendiendo el mismo modelo con diferencias y"
418.900,478.600,es-us,,,,"Precio y los datos mismos nos dicen si es buena oportunidad o no, pero por momento por ahora solo una porque implica más trabajo más algoritmos de scrap y sacar más datos de otras páginas listo, Dale gracias listo Entonces cómo logramos hacer esto, eh? Hay una herramienta llamada una librería llamada scraping Ese es el nombre Eh yo lo uso mucho para este tipo de tareas en python que como su nombre lo dice es como un raspador raspa información de internet y lo hace de una forma muy rápida porque, eh es Cómo usar solamente el código o los servicios usa el browser pero lo que pasó con el browser es que él tiene que renderizar todo el código cargar la imagen, eh? Descargar todos sus datos Y eso toma mucho más tiempo y mucho más recursos entonces Esto hace lo mismo pero en background lo que hace es se ahorra toda la parte de renderización."
479.000,538.300,es-us,,,,"Permíteme trae el código fuente o incluso el mismo el mismo json la misma respuesta y con eso yo lo que hago es cortarlo en base de datos y y me queda mucho más fácil, es la velocidad de extracción, es mucho más alto antes de mostrarles el código Eh hay algo importante que hay que mostrarles que es hay algo que se llama en las páginas web, el documento punto robots en este momento, eh? Robot.txt. Espera. Entonces podemos sacar sacar así no los robots de acuerdo, Ah mira es robots robots.txt este documento lo tienen la mayoría de las páginas y te indica básicamente, qué está permitido y que está no permitido extraer con un proceso automatizado un proceso de scrap, cómo se dan cuenta todo está baneado, básicamente todo está deshabilitado deshabilitado Y esto es básicamente."
539.000,598.800,es-us,,,,"Me curo en salud de decirte que no te no puedes sacar información de mi página web, eh? Digamos hablándolo un poco legalmente o hacer alguna modificación que saturé mi servidor o cosas así, por eso también es comentar que cuando se hacen estás tareas de extracción, eh, Por ejemplo, en en el de bienes raíces que se está haciendo la periodicidad con la que se hace no es tan no es tan exigente como lo hago tres veces al día o todos los días o demás porque puede que esos satures de servidor de las personas que son dueñas de ese de ese espacio y al final betten o coloquen algún captcha o algo, así que vuelve más compleja la extracción en este caso, el mismo scrappy, tiene una función de básicamente viola todas estas reglas no me importa, pero digamos que al menos los dueños de la página web Pueden decir no está permitido y"
